timestamp,amount,bank,platform,fraud_type,upi_id,phishing_url
2024-01-13 00:00:00,1265,ICICI,PhonePe,OTP SMS,scammer155@okicici,http://verify-kyc-1151.com/login
2024-01-13 00:00:00,31936,HDFC,Paytm,OTP SMS,scammer991@okicici,http://verify-kyc-4186.com/login
2024-01-13 00:00:00,3713,Kotak,GooglePay,OTP SMS,scammer812@okicici,http://verify-kyc-1376.com/login
2024-01-13 00:00:00,44548,SBI,Paytm,OTP SMS,scammer360@okicici,http://verify-kyc-6328.com/login
2024-01-13 00:00:00,24132,ICICI,Paytm,QR Code Scam,scammer583@okicici,http://verify-kyc-3925.com/login
2024-01-13 00:00:00,27760,Kotak,Paytm,OTP SMS,scammer457@okicici,http://verify-kyc-2359.com/login
2024-01-13 00:00:00,3014,HDFC,PhonePe,Fake Customer Care,scammer950@okicici,http://verify-kyc-8177.com/login
2024-01-13 00:00:00,40032,Kotak,Paytm,Fake Customer Care,scammer423@okicici,http://verify-kyc-4673.com/login
2024-01-13 00:00:00,5144,HDFC,AmazonPay,OTP SMS,scammer269@okicici,http://verify-kyc-9722.com/login
2024-01-13 00:00:00,33273,Axis,Paytm,OTP SMS,scammer869@okicici,http://verify-kyc-3721.com/login
2024-01-13 00:00:00,8750,ICICI,AmazonPay,Fake Customer Care,scammer211@okicici,http://verify-kyc-6669.com/login
2024-01-13 00:00:00,35193,Axis,Paytm,OTP SMS,scammer335@okicici,http://verify-kyc-5669.com/login
2024-01-13 00:00:00,42011,HDFC,GooglePay,Phishing Link,scammer980@okicici,http://verify-kyc-5313.com/login
2024-01-14 00:00:00,7423,HDFC,PhonePe,Phishing Link,scammer638@okicici,http://verify-kyc-7891.com/login
2024-01-14 00:00:00,34745,SBI,GooglePay,Fake Customer Care,scammer210@okicici,http://verify-kyc-4657.com/login
2024-01-14 00:00:00,39118,Kotak,Paytm,SIM Swap,scammer352@okicici,http://verify-kyc-2259.com/login
2024-01-14 00:00:00,33247,HDFC,Paytm,QR Code Scam,scammer145@okicici,http://verify-kyc-3690.com/login
2024-01-14 00:00:00,41435,ICICI,PhonePe,Phishing Link,scammer842@okicici,http://verify-kyc-6634.com/login
2024-01-14 00:00:00,36533,Axis,GooglePay,QR Code Scam,scammer122@okicici,http://verify-kyc-5691.com/login
2024-01-14 00:00:00,22276,SBI,GooglePay,OTP SMS,scammer679@okicici,http://verify-kyc-6742.com/login
2024-01-14 00:00:00,47464,Kotak,Paytm,SIM Swap,scammer610@okicici,http://verify-kyc-7656.com/login
2024-01-14 00:00:00,19656,Kotak,GooglePay,Phishing Link,scammer319@okicici,http://verify-kyc-5955.com/login
2024-01-14 00:00:00,20644,HDFC,Paytm,OTP SMS,scammer752@okicici,http://verify-kyc-7083.com/login
2024-01-14 00:00:00,33775,Axis,AmazonPay,SIM Swap,scammer747@okicici,http://verify-kyc-7617.com/login
2024-01-15 00:00:00,28466,HDFC,PhonePe,Fake Customer Care,scammer603@okicici,http://verify-kyc-2924.com/login
2024-01-15 00:00:00,24621,Kotak,PhonePe,SIM Swap,scammer206@okicici,http://verify-kyc-4585.com/login
2024-01-15 00:00:00,11290,Kotak,GooglePay,QR Code Scam,scammer382@okicici,http://verify-kyc-7644.com/login
2024-01-15 00:00:00,45852,HDFC,GooglePay,Phishing Link,scammer498@okicici,http://verify-kyc-8953.com/login
2024-01-15 00:00:00,24118,ICICI,GooglePay,Phishing Link,scammer883@okicici,http://verify-kyc-3791.com/login
2024-01-15 00:00:00,31400,HDFC,AmazonPay,QR Code Scam,scammer218@okicici,http://verify-kyc-8413.com/login
2024-01-15 00:00:00,16699,Kotak,PhonePe,Phishing Link,scammer919@okicici,http://verify-kyc-7834.com/login
2024-01-15 00:00:00,45952,HDFC,AmazonPay,Fake Customer Care,scammer198@okicici,http://verify-kyc-3114.com/login
2024-01-15 00:00:00,26266,SBI,GooglePay,OTP SMS,scammer240@okicici,http://verify-kyc-6367.com/login
2024-01-16 00:00:00,43658,ICICI,AmazonPay,Fake Customer Care,scammer119@okicici,http://verify-kyc-6816.com/login
2024-01-16 00:00:00,11874,ICICI,GooglePay,SIM Swap,scammer249@okicici,http://verify-kyc-8414.com/login
2024-01-16 00:00:00,38111,HDFC,GooglePay,QR Code Scam,scammer972@okicici,http://verify-kyc-2673.com/login
2024-01-16 00:00:00,29631,HDFC,Paytm,Phishing Link,scammer391@okicici,http://verify-kyc-1721.com/login
2024-01-16 00:00:00,28951,Axis,AmazonPay,QR Code Scam,scammer125@okicici,http://verify-kyc-5048.com/login
2024-01-16 00:00:00,36699,SBI,GooglePay,Fake Customer Care,scammer988@okicici,http://verify-kyc-1170.com/login
2024-01-17 00:00:00,47850,SBI,GooglePay,QR Code Scam,scammer744@okicici,http://verify-kyc-6983.com/login
2024-01-17 00:00:00,25154,Axis,PhonePe,SIM Swap,scammer348@okicici,http://verify-kyc-9844.com/login
2024-01-17 00:00:00,34055,ICICI,GooglePay,Phishing Link,scammer575@okicici,http://verify-kyc-6538.com/login
2024-01-17 00:00:00,9913,SBI,Paytm,Fake Customer Care,scammer710@okicici,http://verify-kyc-3191.com/login
2024-01-17 00:00:00,6562,SBI,GooglePay,SIM Swap,scammer727@okicici,http://verify-kyc-4886.com/login
2024-01-17 00:00:00,24524,HDFC,PhonePe,Phishing Link,scammer899@okicici,http://verify-kyc-8906.com/login
2024-01-18 00:00:00,20816,SBI,Paytm,Phishing Link,scammer367@okicici,http://verify-kyc-7620.com/login
2024-01-18 00:00:00,13609,ICICI,Paytm,Phishing Link,scammer877@okicici,http://verify-kyc-2865.com/login
2024-01-18 00:00:00,20142,Kotak,AmazonPay,Fake Customer Care,scammer963@okicici,http://verify-kyc-5325.com/login
2024-01-18 00:00:00,18869,HDFC,PhonePe,OTP SMS,scammer823@okicici,http://verify-kyc-9708.com/login
2024-01-18 00:00:00,8753,SBI,PhonePe,Phishing Link,scammer674@okicici,http://verify-kyc-5509.com/login
2024-01-18 00:00:00,26905,HDFC,AmazonPay,Fake Customer Care,scammer936@okicici,http://verify-kyc-1753.com/login
2024-01-18 00:00:00,25156,ICICI,Paytm,OTP SMS,scammer628@okicici,http://verify-kyc-4315.com/login
2024-01-18 00:00:00,48290,Axis,GooglePay,OTP SMS,scammer820@okicici,http://verify-kyc-7504.com/login
2024-01-18 00:00:00,18724,Kotak,Paytm,SIM Swap,scammer781@okicici,http://verify-kyc-4359.com/login
2024-01-18 00:00:00,49306,Axis,AmazonPay,Fake Customer Care,scammer526@okicici,http://verify-kyc-5883.com/login
2024-01-18 00:00:00,6773,SBI,Paytm,Phishing Link,scammer528@okicici,http://verify-kyc-5178.com/login
2024-01-18 00:00:00,6372,ICICI,Paytm,QR Code Scam,scammer935@okicici,http://verify-kyc-5251.com/login
2024-01-19 00:00:00,767,SBI,PhonePe,SIM Swap,scammer491@okicici,http://verify-kyc-5906.com/login
2024-01-19 00:00:00,24641,ICICI,Paytm,OTP SMS,scammer463@okicici,http://verify-kyc-7219.com/login
2024-01-19 00:00:00,10880,SBI,PhonePe,Phishing Link,scammer939@okicici,http://verify-kyc-9151.com/login
2024-01-19 00:00:00,3225,Kotak,AmazonPay,Phishing Link,scammer701@okicici,http://verify-kyc-6967.com/login
2024-01-19 00:00:00,8859,Kotak,Paytm,OTP SMS,scammer623@okicici,http://verify-kyc-8715.com/login
2024-01-19 00:00:00,26240,HDFC,Paytm,SIM Swap,scammer248@okicici,http://verify-kyc-7300.com/login
2024-01-19 00:00:00,1574,SBI,GooglePay,OTP SMS,scammer327@okicici,http://verify-kyc-8192.com/login
2024-01-20 00:00:00,31267,Axis,Paytm,SIM Swap,scammer545@okicici,http://verify-kyc-8090.com/login
2024-01-20 00:00:00,45136,Kotak,Paytm,QR Code Scam,scammer756@okicici,http://verify-kyc-7548.com/login
2024-01-20 00:00:00,4257,Axis,Paytm,QR Code Scam,scammer928@okicici,http://verify-kyc-7387.com/login
2024-01-20 00:00:00,26073,ICICI,AmazonPay,SIM Swap,scammer618@okicici,http://verify-kyc-8795.com/login
2024-01-20 00:00:00,33252,ICICI,AmazonPay,SIM Swap,scammer316@okicici,http://verify-kyc-8675.com/login
2024-01-20 00:00:00,33310,ICICI,PhonePe,Fake Customer Care,scammer746@okicici,http://verify-kyc-7123.com/login
2024-01-20 00:00:00,1815,HDFC,PhonePe,QR Code Scam,scammer349@okicici,http://verify-kyc-3313.com/login
2024-01-20 00:00:00,47893,ICICI,PhonePe,Phishing Link,scammer823@okicici,http://verify-kyc-5048.com/login
2024-01-20 00:00:00,39037,Axis,AmazonPay,Fake Customer Care,scammer793@okicici,http://verify-kyc-9110.com/login
2024-01-20 00:00:00,4006,ICICI,GooglePay,QR Code Scam,scammer913@okicici,http://verify-kyc-2421.com/login
2024-01-20 00:00:00,16587,HDFC,AmazonPay,QR Code Scam,scammer979@okicici,http://verify-kyc-2194.com/login
2024-01-21 00:00:00,27835,SBI,Paytm,Phishing Link,scammer426@okicici,http://verify-kyc-2736.com/login
2024-01-21 00:00:00,18664,Kotak,Paytm,QR Code Scam,scammer442@okicici,http://verify-kyc-2118.com/login
2024-01-21 00:00:00,13691,Kotak,AmazonPay,QR Code Scam,scammer597@okicici,http://verify-kyc-1947.com/login
2024-01-21 00:00:00,26710,HDFC,AmazonPay,SIM Swap,scammer495@okicici,http://verify-kyc-6330.com/login
2024-01-21 00:00:00,45163,ICICI,GooglePay,Phishing Link,scammer788@okicici,http://verify-kyc-4322.com/login
2024-01-21 00:00:00,1217,HDFC,GooglePay,SIM Swap,scammer432@okicici,http://verify-kyc-3902.com/login
2024-01-21 00:00:00,5551,HDFC,GooglePay,OTP SMS,scammer493@okicici,http://verify-kyc-8652.com/login
2024-01-21 00:00:00,21852,Axis,AmazonPay,SIM Swap,scammer508@okicici,http://verify-kyc-1812.com/login
2024-01-21 00:00:00,33159,SBI,PhonePe,QR Code Scam,scammer132@okicici,http://verify-kyc-5055.com/login
2024-01-21 00:00:00,30450,HDFC,AmazonPay,SIM Swap,scammer717@okicici,http://verify-kyc-8236.com/login
2024-01-21 00:00:00,49214,ICICI,Paytm,Fake Customer Care,scammer449@okicici,http://verify-kyc-8509.com/login
2024-01-21 00:00:00,37364,HDFC,PhonePe,QR Code Scam,scammer169@okicici,http://verify-kyc-5800.com/login
2024-01-21 00:00:00,36423,Kotak,Paytm,OTP SMS,scammer640@okicici,http://verify-kyc-2642.com/login
2024-01-22 00:00:00,45854,ICICI,GooglePay,QR Code Scam,scammer245@okicici,http://verify-kyc-3146.com/login
2024-01-22 00:00:00,9553,Axis,PhonePe,SIM Swap,scammer196@okicici,http://verify-kyc-9269.com/login
2024-01-22 00:00:00,5982,HDFC,AmazonPay,SIM Swap,scammer429@okicici,http://verify-kyc-6758.com/login
2024-01-22 00:00:00,15123,SBI,Paytm,Fake Customer Care,scammer243@okicici,http://verify-kyc-6383.com/login
2024-01-22 00:00:00,35440,Axis,AmazonPay,Phishing Link,scammer544@okicici,http://verify-kyc-6967.com/login
2024-01-22 00:00:00,25323,ICICI,Paytm,OTP SMS,scammer583@okicici,http://verify-kyc-8860.com/login
2024-01-23 00:00:00,26934,ICICI,PhonePe,SIM Swap,scammer997@okicici,http://verify-kyc-9859.com/login
2024-01-23 00:00:00,42954,ICICI,GooglePay,Phishing Link,scammer371@okicici,http://verify-kyc-8717.com/login
2024-01-23 00:00:00,9974,HDFC,Paytm,SIM Swap,scammer913@okicici,http://verify-kyc-5928.com/login
2024-01-23 00:00:00,39653,ICICI,GooglePay,Fake Customer Care,scammer452@okicici,http://verify-kyc-1610.com/login
2024-01-23 00:00:00,35934,Axis,PhonePe,Fake Customer Care,scammer915@okicici,http://verify-kyc-9661.com/login
2024-01-23 00:00:00,15022,Kotak,Paytm,SIM Swap,scammer669@okicici,http://verify-kyc-3903.com/login
2024-01-23 00:00:00,5694,ICICI,GooglePay,OTP SMS,scammer712@okicici,http://verify-kyc-3283.com/login
2024-01-23 00:00:00,37712,ICICI,AmazonPay,Phishing Link,scammer983@okicici,http://verify-kyc-8502.com/login
2024-01-23 00:00:00,715,Axis,Paytm,QR Code Scam,scammer285@okicici,http://verify-kyc-2514.com/login
2024-01-23 00:00:00,13430,SBI,GooglePay,Fake Customer Care,scammer456@okicici,http://verify-kyc-5371.com/login
2024-01-23 00:00:00,48229,HDFC,Paytm,OTP SMS,scammer144@okicici,http://verify-kyc-7619.com/login
2024-01-23 00:00:00,29277,HDFC,AmazonPay,OTP SMS,scammer622@okicici,http://verify-kyc-2067.com/login
2024-01-23 00:00:00,44245,HDFC,GooglePay,OTP SMS,scammer844@okicici,http://verify-kyc-9006.com/login
2024-01-23 00:00:00,9614,Axis,AmazonPay,OTP SMS,scammer288@okicici,http://verify-kyc-7596.com/login
2024-01-23 00:00:00,16917,HDFC,Paytm,Phishing Link,scammer528@okicici,http://verify-kyc-1967.com/login
2024-01-24 00:00:00,47195,Axis,Paytm,QR Code Scam,scammer197@okicici,http://verify-kyc-8243.com/login
2024-01-24 00:00:00,9165,SBI,GooglePay,SIM Swap,scammer677@okicici,http://verify-kyc-5281.com/login
2024-01-24 00:00:00,18918,SBI,PhonePe,SIM Swap,scammer477@okicici,http://verify-kyc-4919.com/login
2024-01-24 00:00:00,5190,HDFC,PhonePe,QR Code Scam,scammer350@okicici,http://verify-kyc-2278.com/login
2024-01-24 00:00:00,5868,ICICI,GooglePay,SIM Swap,scammer929@okicici,http://verify-kyc-8608.com/login
2024-01-24 00:00:00,8591,SBI,AmazonPay,Phishing Link,scammer264@okicici,http://verify-kyc-5157.com/login
2024-01-24 00:00:00,40086,ICICI,AmazonPay,SIM Swap,scammer956@okicici,http://verify-kyc-7155.com/login
2024-01-24 00:00:00,22842,ICICI,PhonePe,SIM Swap,scammer652@okicici,http://verify-kyc-7793.com/login
2024-01-24 00:00:00,27320,HDFC,PhonePe,Fake Customer Care,scammer349@okicici,http://verify-kyc-3943.com/login
2024-01-24 00:00:00,38292,SBI,GooglePay,QR Code Scam,scammer943@okicici,http://verify-kyc-7016.com/login
2024-01-24 00:00:00,47817,SBI,PhonePe,Fake Customer Care,scammer104@okicici,http://verify-kyc-3638.com/login
2024-01-24 00:00:00,43481,ICICI,GooglePay,SIM Swap,scammer781@okicici,http://verify-kyc-2211.com/login
2024-01-24 00:00:00,25978,HDFC,AmazonPay,OTP SMS,scammer330@okicici,http://verify-kyc-4229.com/login
2024-01-24 00:00:00,6847,Axis,GooglePay,Phishing Link,scammer294@okicici,http://verify-kyc-5510.com/login
2024-01-25 00:00:00,27693,Axis,GooglePay,Phishing Link,scammer361@okicici,http://verify-kyc-7898.com/login
2024-01-25 00:00:00,37713,HDFC,GooglePay,QR Code Scam,scammer562@okicici,http://verify-kyc-1634.com/login
2024-01-25 00:00:00,33831,Axis,AmazonPay,Phishing Link,scammer995@okicici,http://verify-kyc-8963.com/login
2024-01-25 00:00:00,23451,Axis,AmazonPay,Phishing Link,scammer254@okicici,http://verify-kyc-8325.com/login
2024-01-25 00:00:00,18382,SBI,Paytm,Fake Customer Care,scammer648@okicici,http://verify-kyc-5421.com/login
2024-01-25 00:00:00,10301,HDFC,GooglePay,SIM Swap,scammer264@okicici,http://verify-kyc-5871.com/login
2024-01-25 00:00:00,39503,Axis,Paytm,QR Code Scam,scammer883@okicici,http://verify-kyc-9894.com/login
2024-01-25 00:00:00,13122,Kotak,AmazonPay,SIM Swap,scammer645@okicici,http://verify-kyc-4498.com/login
